동물명(추정),파일명,사용 상태,ARP 여부,리그 타입,ARP 마커,ARP 마커 수,동명 파일 수,폴더,경로,수정일,파일 크기
weasel,Weasel_idle04.blend,이전 버전,X,리그 없음,,0,20,Sup_01,Asset/BlenderFile/Sup_01/05_Weasel/Weasel_idle04.blend,2023-02-22,3.2 MB
weasel,Weasel_look_end03.blend,이전 버전,X,리그 없음,,0,20,Sup_01,Asset/BlenderFile/Sup_01/05_Weasel/Weasel_look_end03.blend,2023-02-22,4.2 MB
weasel,Weasel_run04.blend,이전 버전,X,리그 없음,,0,20,Sup_01,Asset/BlenderFile/Sup_01/05_Weasel/Weasel_run04.blend,2023-02-22,2.9 MB
weasel,Weasel_sleep_A04.blend,이전 버전,X,리그 없음,,0,20,Sup_01,Asset/BlenderFile/Sup_01/05_Weasel/Weasel_sleep_A04.blend,2023-02-16,3.1 MB
weasel,Weasel_sleep_B01.blend,이전 버전,X,리그 없음,,0,20,Sup_01,Asset/BlenderFile/Sup_01/05_Weasel/Weasel_sleep_B01.blend,2023-02-22,3.1 MB
moose,Moose.blend,이전 버전,X,리그 없음,,0,3,Sup_02,Asset/BlenderFile/Sup_02/Moose/Reference/Moose.blend,2023-09-22,5.0 MB
moose,Moose_animation.blend,이전 버전,X,리그 없음,,0,3,Sup_02,Asset/BlenderFile/Sup_02/Moose/Reference/Moose_animation.blend,2023-11-29,42.8 MB
bat,Bat.blend,이전 버전,X,리그 없음,,0,3,bird,Asset/BlenderFile/bird/bat/Bat.blend,2022-09-30,1.2 MB
pelican,Pelican.blend,이전 버전,X,리그 없음,,0,7,bird,Asset/BlenderFile/bird/Pelican/Pelican.blend,2023-06-08,14.5 MB
pelican,Pelican_AllAni_EX0705.blend,이전 버전,X,리그 없음,,0,7,bird,Asset/BlenderFile/bird/Pelican/Pelican_AllAni_EX0705.blend,2023-07-05,13.8 MB
pelican,Pelican_Modeling.blend,이전 버전,X,리그 없음,,0,7,bird,Asset/BlenderFile/bird/Pelican/Pelican_Modeling.blend,2023-06-08,14.7 MB
pelican,Pelican_flapping01.blend,이전 버전,X,리그 없음,,0,7,bird,Asset/BlenderFile/bird/Pelican/Pelican_flapping01.blend,2023-07-05,2.3 MB
pelican,Pelican_idle01.blend,이전 버전,X,리그 없음,,0,7,bird,Asset/BlenderFile/bird/Pelican/Pelican_idle01.blend,2023-07-04,14.9 MB
pelican,Pelican_idle_B01.blend,이전 버전,X,리그 없음,,0,7,bird,Asset/BlenderFile/bird/Pelican/Pelican_idle_B01.blend,2023-07-04,15.2 MB
angora_rabbit,angora_rabbit_animation_001.blend,이전 버전,X,리그 없음,,0,5,normal,Asset/BlenderFile/normal/angora_rabbit/blender/angora_rabbit_animation_001.blend,2021-08-18,1.8 MB
angora_rabbit,angora_rabbit_animation_002.blend,이전 버전,X,리그 없음,,0,5,normal,Asset/BlenderFile/normal/angora_rabbit/blender/angora_rabbit_animation_002.blend,2021-08-18,1.8 MB
angora_rabbit,angora_rabbit_animation_003.blend,이전 버전,X,리그 없음,,0,5,normal,Asset/BlenderFile/normal/angora_rabbit/blender/angora_rabbit_animation_003.blend,2021-08-19,1.9 MB
angora_rabbit,angora_rabbit_rig.blend,이전 버전,X,리그 없음,,0,5,normal,Asset/BlenderFile/normal/angora_rabbit/blender/angora_rabbit_rig.blend,2021-08-18,1.7 MB
baby_duck,baby_duck_run.blend,이전 버전,X,리그 없음,,0,3,normal,Asset/BlenderFile/normal/baby_duck/blender/baby_duck_run.blend,2021-09-23,1.4 MB
baby_duck,baby_duck_swim_idle.blend,이전 버전,X,리그 없음,,0,3,normal,Asset/BlenderFile/normal/baby_duck/blender/baby_duck_swim_idle.blend,2021-09-23,1.6 MB
duck,duck_idle.blend,이전 버전,X,리그 없음,,0,33,normal,Asset/BlenderFile/normal/baby_duck/blender/Pose/duck_idle.blend,2022-05-03,1.5 MB
duckling,duckling_animation_all.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_animation_all.blend,2021-09-23,2.8 MB
duckling,duckling_jump.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_jump.blend,2021-09-23,1.5 MB
duckling,duckling_sit_idle.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_sit_idle.blend,2021-04-19,1.3 MB
duckling,duckling_sit_wash.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_sit_wash.blend,2021-04-19,1.3 MB
duckling,duckling_sleep.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_sleep.blend,2021-04-19,1.3 MB
duckling,duckling_stand_idle.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_stand_idle.blend,2021-04-19,1.3 MB
duckling,duckling_stand_special.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_stand_special.blend,2021-04-19,1.4 MB
duckling,duckling_swim.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_swim.blend,2021-04-19,1.3 MB
duckling,duckling_swim_idle.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_swim_idle.blend,2021-09-23,1.6 MB
duckling,duckling_walk.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/baby_duck/blender/duckling_walk.blend,2021-04-19,1.3 MB
hedgehog,Hedgehog.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/Hedgehog/Blender/Hedgehog.blend,2022-09-26,2.5 MB
hedgehog,Hedgehog_AllAni01.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/Hedgehog/Hedgehog_AllAni01.blend,2022-10-11,3.4 MB
hedgehog,Hedgehog_AllAni02.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/Hedgehog/Hedgehog_AllAni02.blend,2022-10-14,3.5 MB
hedgehog,Hedgehog_idle01.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/Hedgehog/Hedgehog_idle01.blend,2022-10-03,2.7 MB
hedgehog,Hedgehog_rig_run01.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/Hedgehog/Hedgehog_rig_run01.blend,2022-10-03,2.4 MB
hedgehog,Hedgehog_rig_walk01.blend,이전 버전,X,리그 없음,,0,11,normal,Asset/BlenderFile/normal/Hedgehog/Hedgehog_rig_walk01.blend,2022-10-03,2.2 MB
